Unique_ID	Experiment_ID	TF_Entrez_ID	Target_Entrez_ID	TF_Gene_Name	Target_Gene_Name	PubMed_ID	Experiment_Type	Context_Type	Cell_Type	Cell_Name	Age	Notes	Already in one of the sub-sheets?	Date	Curator	Peer Check
1720	EXP_1619	6688	1991	SPI1	ELANE	16247445	TF-Reporter	Cell Line	BTO:0000007	HEK 293 cells	Not Applicable	synergistic activation with CEBPA	YES		Joey	
1721	EXP_1620	6688	1991	SPI1	ELANE	16247445	TF-DNA Binding	Cell Line	EFO:0001257	U937 cells	Not Applicable		YES		Joey	
1722	EXP_1621	861	1991	RUNX1	ELANE	16247445	TF-DNA Binding	Cell Line	EFO:0001257	U937 cells	Not Applicable		YES		Joey	
1723	EXP_1622	1050	1991	CEBPA	ELANE	16247445	TF-DNA Binding	Cell Line	EFO:0001257	U937 cells	Not Applicable		YES		Joey	
1724	EXP_1623	861	1991	RUNX1	ELANE	16247445	TF Perturbation	Cell Line	EFO:0001257	U937 cells	Not Applicable		YES		Joey	
1725	EXP_1624	6688	1991	SPI1	ELANE	16247445	TF Perturbation	Cell Line	EFO:0001257	U937 cells	Not Applicable		YES		Joey	
1726	EXP_1625	861	1991	RUNX1	ELANE	16247445	TF Perturbation	Cell Line	CLO:0007069	Kasumi-1 cells	Not Applicable		YES		Joey	
1727	EXP_1626	17257	14229	Mecp2	Fkbp5	18989361	TF Perturbation	Primary Tissue	UBERON:0001851	cortex	P42-P70		YES		Taylor	
1728	EXP_1627	17257	14229	Mecp2	Fkbp5	18989361	TF Perturbation	Primary Tissue	UBERON:0001891	midbrain	P42-P70		YES		Taylor	
1729	EXP_1628	17257	14229	Mecp2	Fkbp5	18989361	TF Perturbation	Primary Tissue	UBERON:0002037	cerebellum	P42-P70		YES		Taylor	
1733	EXP_1632	17257	17433	Mecp2	Mobp	18989361	TF Perturbation	Primary Tissue	UBERON:0001851	cortex	P42-P70		YES		Taylor	
1734	EXP_1633	17257	17433	Mecp2	Mobp	18989361	TF Perturbation	Primary Tissue	UBERON:0001891	midbrain	P42-P70		YES		Taylor	
1735	EXP_1634	17257	17433	Mecp2	Mobp	18989361	TF Perturbation	Primary Tissue	UBERON:0002037	cerebellum	P42-P70		YES		Taylor	
1739	EXP_1638	17257	22634	Mecp2	Plagl1	18989361	TF Perturbation	Primary Tissue	UBERON:0001851	cortex	P42-P70		YES		Taylor	
1740	EXP_1639	17257	22634	Mecp2	Plagl1	18989361	TF Perturbation	Primary Tissue	UBERON:0001891	midbrain	P42-P70		YES		Taylor	
1741	EXP_1640	17257	22634	Mecp2	Plagl1	18989361	TF Perturbation	Primary Tissue	UBERON:0002037	cerebellum	P42-P70		YES		Taylor	
1742	EXP_1641	17257	13195	Mecp2	Ddc	18989361	TF Perturbation	Primary Tissue	UBERON:0001851	cortex	P42-P70		YES		Taylor	
1743	EXP_1642	17257	13195	Mecp2	Ddc	18989361	TF Perturbation	Primary Tissue	UBERON:0001891	midbrain	P42-P70		YES		Taylor	
1744	EXP_1643	17257	13195	Mecp2	Ddc	18989361	TF Perturbation	Primary Tissue	UBERON:0002037	cerebellum	P42-P70		YES		Taylor	
1745	EXP_1644	17257	93736	Mecp2	Aff4	18989361	TF Perturbation	Primary Tissue	UBERON:0001851	cortex	P42-P70		YES		Taylor	
1746	EXP_1645	17257	93736	Mecp2	Aff4	18989361	TF Perturbation	Primary Tissue	UBERON:0001891	midbrain	P42-P70		YES		Taylor	
1747	EXP_1646	17257	93736	Mecp2	Aff4	18989361	TF Perturbation	Primary Tissue	UBERON:0002037	cerebellum	P42-P70		YES		Taylor	
1748	EXP_1647	17257	14049	Mecp2	Eya2	18989361	TF Perturbation	Primary Tissue	UBERON:0001851	cortex	P42-P70		YES		Taylor	
1749	EXP_1648	17257	14049	Mecp2	Eya2	18989361	TF Perturbation	Primary Tissue	UBERON:0001891	midbrain	P42-P70		YES		Taylor	
1750	EXP_1649	17257	14049	Mecp2	Eya2	18989361	TF Perturbation	Primary Tissue	UBERON:0002037	cerebellum	P42-P70		YES		Taylor	
1751	EXP_1650	17257	20202	Mecp2	S100a9	18989361	TF Perturbation	Primary Tissue	UBERON:0001851	cortex	P42-P70		YES		Taylor	
1752	EXP_1651	17257	20202	Mecp2	S100a9	18989361	TF Perturbation	Primary Tissue	UBERON:0001891	midbrain	P42-P70		YES		Taylor	
1754	EXP_1653	17257	13386	Mecp2	Dlk1	18989361	TF Perturbation	Primary Tissue	UBERON:0001851	cortex	P42-P70		YES		Taylor	
1755	EXP_1654	17257	13386	Mecp2	Dlk1	18989361	TF Perturbation	Primary Tissue	UBERON:0001891	midbrain	P42-P70		YES		Taylor	
1756	EXP_1655	17257	13386	Mecp2	Dlk1	18989361	TF Perturbation	Primary Tissue	UBERON:0002037	cerebellum	P42-P70		YES		Taylor	
1757	EXP_1656	17257	14229	Mecp2	Fkbp5	18989361	TF Perturbation	Primary Tissue	UBERON:0001898	hypothalamus	P42-P70		YES		Taylor	
1758	EXP_1657	17257	13195	Mecp2	Ddc	18989361	TF Perturbation	Primary Tissue	UBERON:0001898	hypothalamus	P42-P70		YES		Taylor	
1759	EXP_1658	17257	13386	Mecp2	Dlk1	18989361	TF Perturbation	Primary Tissue	UBERON:0001898	hypothalamus	P42-P70		YES		Taylor	
1760	EXP_1659	17257	93736	Mecp2	Aff4	18989361	TF Perturbation	Primary Tissue	UBERON:0001898	hypothalamus	P42-P70		YES		Taylor	
1761	EXP_1660	17257	17433	Mecp2	Mobp	18989361	TF Perturbation	Primary Tissue	UBERON:0001898	hypothalamus	P42-P70		YES		Taylor	
1762	EXP_1661	17257	22634	Mecp2	Plagl1	18989361	TF Perturbation	Primary Tissue	UBERON:0001898	hypothalamus	P42-P70		YES		Taylor	
1763	EXP_1662	17257	14049	Mecp2	Eya2	18989361	TF Perturbation	Primary Tissue	UBERON:0001898	hypothalamus	P42-P70		YES		Taylor	
1764	EXP_1663	17257	20202	Mecp2	S100a9	18989361	TF Perturbation	Primary Tissue	UBERON:0001898	hypothalamus	P42-P70		YES		Taylor	
1765	EXP_1664	17257	14229	Mecp2	Fkbp5	18989361	TF-DNA Binding	Primary Tissue	UBERON:0000955	brain	P42-P70		YES		Taylor	
1766	EXP_1665	17257	17433	Mecp2	Mobp	18989361	TF-DNA Binding	Primary Tissue	UBERON:0000955	brain	P42-P70		YES		Taylor	
1767	EXP_1666	17257	22634	Mecp2	Plagl1	18989361	TF-DNA Binding	Primary Tissue	UBERON:0000955	brain	P42-P70		YES		Taylor	
1768	EXP_1667	17257	13195	Mecp2	Ddc	18989361	TF-DNA Binding	Primary Tissue	UBERON:0000955	brain	P42-P70		YES		Taylor	
1769	EXP_1668	17257	93736	Mecp2	Aff4	18989361	TF-DNA Binding	Primary Tissue	UBERON:0000955	brain	P42-P70		YES		Taylor	
1770	EXP_1669	17257	14049	Mecp2	Eya2	18989361	TF-DNA Binding	Primary Tissue	UBERON:0000955	brain	P42-P70		YES		Taylor	
1771	EXP_1670	17257	20202	Mecp2	S100a9	18989361	TF-DNA Binding	Primary Tissue	UBERON:0000955	brain	P42-P70		YES		Taylor	
1772	EXP_1671	17257	13386	Mecp2	Dlk1	18989361	TF-DNA Binding	Primary Tissue	UBERON:0000955	brain	P42-P70		YES		Taylor	
1773	EXP_1672	6688	1991	SPI1	ELANE	16247445	TF Perturbation	Cell Line	CLO:0007069	Kasumi-1 cells	Not Applicable		YES		Joey	
1774	EXP_1673	1050	1991	CEBPA	ELANE	16247445	TF Perturbation	Cell Line	CLO:0007069	Kasumi-1 cells	Not Applicable		YES		Joey	
1775	EXP_1674	861	4778	RUNX1	NFE2	20339092	TF-Reporter	Cell Line	BTO:0000460	Fibrosarcoma cell line	Not Applicable		YES		Joey	
1776	EXP_1675	861	4778	RUNX1	NFE2	20339092	TF-Reporter	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1777	EXP_1676	861	4778	RUNX1	NFE2	20339092	TF-Reporter	Cell Line	EFO:0006307	UKE-1 cells	Not Applicable		YES		Joey	
1778	EXP_1677	861	4778	RUNX1	NFE2	20339092	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES		Joey	
1779	EXP_1678	861	4778	RUNX1	NFE2	20339092	TF-DNA Binding	Cell Line	CLO:0003679	HEL cells	Not Applicable		YES		Joey	
1780	EXP_1679	861	4778	RUNX1	NFE2	20339092	TF-DNA Binding	Primary Cells	CL:0000094	granulocytes	Unknown		YES		Joey	
1781	EXP_1680	861	4778	RUNX1	NFE2	20339092	TF Perturbation	Cell Line	EFO:0006307	UKE-1 cells	Not Applicable		YES		Joey	
1782	EXP_1681	865	4778	CBFB	NFE2	20339092	TF Perturbation	Cell Line	EFO:0006307	UKE-1 cells	Not Applicable		YES		Joey	
1783	EXP_1682	861	4778	RUNX1	NFE2	20339092	TF Perturbation	Cell Line	EFO:0006307	UKE-1 cells	Not Applicable		YES		Joey	
1784	EXP_1683	861	4778	RUNX1	NFE2	20339092	TF Perturbation	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1785	EXP_1684	12394	14581	Runx1	Gfi1	20516218	TF-DNA Binding	Cell Line	HPC-7 cells	HPC-7 cells	Not Applicable		YES		Joey	
1786	EXP_1685	14461	14581	Gata2	Gfi1	20516218	TF-DNA Binding	Cell Line	HPC-7 cells	HPC-7 cells	Not Applicable		YES		Joey	
1787	EXP_1686	20375	14581	Spi1	Gfi1	20516218	TF-DNA Binding	Cell Line	HPC-7 cells	HPC-7 cells	Not Applicable		YES		Joey	
1788	EXP_1687	17268	14581	Meis1	Gfi1	20516218	TF-DNA Binding	Cell Line	HPC-7 cells	HPC-7 cells	Not Applicable		YES		Joey	
1789	EXP_1688	21349	14581	Tal1	Gfi1	20516218	TF Perturbation	Cell Line	BTO:0000873	MOLT-4 cells	Not Applicable	Part of Scl complex	YES		Joey	
1790	EXP_1689	16909	14581	Lmo2	Gfi1	20516218	TF Perturbation	Cell Line	BTO:0000873	MOLT-4 cells	Not Applicable	Part of Scl complex	YES		Joey	
1791	EXP_1690	16825	14581	Ldb1	Gfi1	20516218	TF Perturbation	Cell Line	BTO:0000873	MOLT-4 cells	Not Applicable	Part of Scl complex	YES		Joey	
1792	EXP_1691	21423	14581	Tcf3	Gfi1	20516218	TF Perturbation	Cell Line	BTO:0000873	MOLT-4 cells	Not Applicable	Part of Scl complex	YES		Joey	
1793	EXP_1692	13876	14581	Erg	Gfi1	20516218	TF-DNA Binding	Cell Line	HPC-7 cells	HPC-7 cells	Not Applicable		YES		Joey	
1794	EXP_1693	12394	12702	Runx1	Socs3	23034403	TF-DNA Binding	Primary Cell	CL:0000312	Keratinocytes	Unknown		YES		Joey	
1795	EXP_1694	12394	67296	Runx1	Socs4	23034403	TF-DNA Binding	Primary Cell	CL:0000312	Keratinocytes	Unknown		YES		Joey	
1796	EXP_1695	12394	12702	Runx1	Socs3	23034403	TF Perturbation	Primary Cell	CL:0000312	Keratinocytes	Unknown		YES		Joey	
1797	EXP_1696	12394	67296	Runx1	Socs4	23034403	TF Perturbation	Primary Cell	CL:0000312	Keratinocytes	Unknown		YES		Joey	
1798	EXP_1697	864	861	RUNX3	RUNX1	15688019	TF Perturbation	Cell Line	Akata 31 cells	Akata 31 cells	Not Applicable		YES		Joey	
1799	EXP_1698	864	861	RUNX3	RUNX1	15688019	TF Perturbation	Cell Line	EREB2.5 cells	EREB2.5 cells	Not Applicable		YES		Joey	
1800	EXP_1699	4204	5925	MECP2	RB1	24531693	TF-DNA Binding	Cell Line	CLO:0007104	KLE cells	Not Applicable		YES		Taylor	
1801	EXP_1700	4204	5925	MECP2	RB1	24531693	TF-DNA Binding	Cell Line	CLO:0003675	HEC-1B cells	Not Applicable		YES		Taylor	
1808	EXP_1707	4204	5925	MECP2	RB1	24531693	TF Perturbation	Cell Line	CLO:0007104	KLE cells	Not Applicable		YES		Taylor	
1809	EXP_1708	4204	5468	MECP2	PPARG	21151932	TF-DNA Binding	Cell Line	CLO:0003665	HCT-116	Not Applicable		YES		Taylor	
1810	EXP_1709	4204	5468	MECP2	PPARG	21151932	TF Perturbation	Cell Line	CLO:0003665	HCT-116	Not Applicable		YES		Taylor	
1811	EXP_1710	2146	5468	EZH2	PPARG	21151932	TF Perturbation	Cell Line	CLO:0003665	HCT-116	Not Applicable		YES		Taylor	
1812	EXP_1711	3065	5468	HDAC1	PPARG	21151932	TF-DNA Binding	Cell Line	CLO:0003665	HCT-116	Not Applicable		YES		Taylor	
1813	EXP_1712	864	861	RUNX3	RUNX1	15688019	TF-Reporter	Cell Line	EFO:0002160	DG75 cells	Not Applicable		YES		Joey	
1814	EXP_1713	864	861	RUNX3	RUNX1	15688019	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES		Joey	
1815	EXP_1714	7157	2099	TP53	ESR1	21655924	TF-DNA Binding	Cell Line	EFO:0001203	MCF-7 cells	Not Applicable		YES		Joey	
1816	EXP_1715	7157	2099	TP53	ESR1	21655924	TF-DNA Binding	Cell Line	CLO:0007641	MDA-MB-468 cells	Not Applicable		YES		Joey	
1817	EXP_1716	1786	2099	DNMT1	ESR1	21655924	TF-DNA Binding	Cell Line	CLO:0007641	MDA-MB-468 cells	Not Applicable		YES		Joey	
1818	EXP_1717	3065	2099	HDAC1	ESR1	21655924	TF-DNA Binding	Cell Line	CLO:0007641	MDA-MB-468 cells	Not Applicable		YES		Joey	
1819	EXP_1718	4204	2099	MECP2	ESR1	21655924	TF-DNA Binding	Cell Line	CLO:0007641	MDA-MB-468 cells	Not Applicable		YES		Joey	
1820	EXP_1719	1786	2099	DNMT1	ESR1	21655824	TF Perturbation	Cell Line	CLO:0007641	MDA-MB-468 cells	Not Applicable		YES		Joey	
1821	EXP_1720	861	7704	RUNX1	ZBTB16	12200691	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES		Joey	
1822	EXP_1721	861	7704	RUNX1	ZBTB16	12200691	TF-Reporter	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1823	EXP_1722	17257	22273	Mecp2	Uqcrc1	16782889	TF-DNA Binding	Primary Tissue	UBERON:0000955	brain	2-5 months		YES		Joey	
1824	EXP_1723	17257	22273	Mecp2	Uqcrc1	16782889	TF Perturbation	Primary Tissue	UBERON:0000955	brain	P68		YES		Joey	
1825	EXP_1724	861	1378	RUNX1	CR1	10533284	TF-Reporter	Cell Line	BTO:0000565	HEL cells	Not Applicable		YES		Joey	
1826	EXP_1725	8932	7015	MBD2	TERT	18952593	TF-DNA Binding	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES		Joey	
1827	EXP_1726	8932	7015	MBD2	TERT	18952593	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES		Joey	
1828	EXP_1727	8932	7015	MBD2	TERT	18952593	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES		Joey	
1829	EXP_1728	8932	7015	MBD2	TERT	18952593	TF Perturbation	Cell Line	EFO:0001203	MCF7 cells	Not Applicable		YES		Joey	
1830	EXP_1729	8932	7015	MBD2	TERT	18952593	TF Perturbation	Cell Line	CLO:0003704	HepG2 cells	Not Applicable		YES		Joey	
1831	EXP_1730	4204	2571	MECP2	GAD1	28229923	TF-DNA Binding	Primary Tissue	UBERON:0001870	frontal cortex	16-60 years old	significantly more binding in ASD patients compared to control	YES		Taylor	
1832	EXP_1731	4204	2572	MECP2	GAD2	28229923	TF-DNA Binding	Primary Tissue	UBERON:0001870	frontal cortex	16-60 years old	significantly more binding in ASD patients compared to control	YES		Taylor	
1833	EXP_1732	4204	5649	MECP2	RELN	28229923	TF-DNA Binding	Primary Tissue	UBERON:0001870	frontal cortex	16-60 years old	significantly more binding in ASD patients compared to control	YES		Taylor	
1834	EXP_1733	1786	2571	DNMT1	GAD1	28229923	TF-DNA Binding	Primary Tissue	UBERON:0001870	frontal cortex	16-60 years old	significantly more binding in ASD patients compared to control	YES		Taylor	
1835	EXP_1734	1786	2572	DNMT1	GAD2	28229923	TF-DNA Binding	Primary Tissue	UBERON:0001870	frontal cortex	16-60 years old	significantly more binding in ASD patients compared to control	YES		Taylor	
1836	EXP_1735	1786	5649	DNMT1	RELN	28229923	TF-DNA Binding	Primary Tissue	UBERON:0001870	frontal cortex	16-60 years old	significantly more binding in ASD patients compared to control	YES		Taylor	
1837	EXP_1736	6667	7099	SP1	TLR4	26675260	TF-DNA Binding	Cell Line	EFO:0006759	SNU-668 cells	Not Applicable	increased binding upon promoter demethylation	YES		Taylor	
1838	EXP_1737	3065	7099	HDAC1	TLR4	26675260	TF-DNA Binding	Cell Line	EFO:0006758	SNU-638 cells	Not Applicable		YES		Taylor	
1839	EXP_1738	3066	7099	HDAC2	TLR4	26675260	TF-DNA Binding	Cell Line	EFO:0006758	SNU-638 cells	Not Applicable		YES		Taylor	
1840	EXP_1739	8932	7015	MBD2	TERT	18952593	TF Perturbation	Cell Line	CLO:0007240	LAN-1 cells	Not Applicable		YES		Joey	
1841	EXP_1740	13591	19016	Ebf1	Pparg	17060461	TF-Reporter	Cell Line	CLO:0008172	NIH-3T3 cells	Not Applicable		YES		Joey	
1842	EXP_1741	13591	12606	Ebf1	Cebpa	17060461	TF-Reporter	Cell Line	CLO:0008172	NIH-3T3 cells	Not Applicable		YES		Joey	
1843	EXP_1742	13591	19016	Ebf1	Pparg	17060461	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES		Joey	
1844	EXP_1743	13591	19016	Ebf1	Pparg	17060461	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES		Joey	
1845	EXP_1744	13591	19016	Ebf1	Pparg	17060461	TF-DNA Binding	Cell Line	CLO:0001352	3T3-L1 cells	Not Applicable		YES		Joey	
1846	EXP_1745	13591	19016	Ebf1	Pparg	17060461	TF-DNA Binding	Cell Line	CLO:0001352	3T3-L1 cells	Not Applicable		YES		Joey	
1847	EXP_1746	13591	19016	Ebf1	Pparg	17060461	TF Perturbation	Cell Line	CLO:0001352	3T3-L1 cells	Not Applicable		YES		Joey	
1848	EXP_1747	13591	19016	Ebf1	Pparg	17060461	TF Perturbation	Cell Line	CLO:0001352	3T3-L1 cells	Not Applicable		YES		Joey	
1849	EXP_1748	4204	7099	MECP2	TLR4	26675260	TF-DNA Binding	Cell Line	EFO:0006758	SNU-638 cells	Not Applicable		YES		Taylor	
1850	EXP_1749	4204	7099	MECP2	TLR4	26675260	TF Perturbation	Cell Line	EFO:0006758	SNU-638 cells	Not Applicable		YES		Taylor	
1851	EXP_1750	6667	7099	SP1	TLR4	26675260	TF Perturbation	Cell Line	EFO:0006759	SNU-668 cells	Not Applicable		YES		Taylor	
1852	EXP_1751	12606	13591	Cebpa	Ebf1	17060461	TF-Reporter	Cell Line	CLO:0008172	NIH-3T3 cells	Not Applicable		YES		Joey	
1853	EXP_1752	12608	13591	Cebpb	Ebf1	17060461	TF-Reporter	Cell Line	CLO:0008172	NIH-3T3 cells	Not Applicable		YES		Joey	
1854	EXP_1753	12609	13591	Cebpd	Ebf1	17060461	TF-Reporter	Cell Line	CLO:0008172	NIH-3T3 cells	Not Applicable		YES		Joey	
1855	EXP_1754	13591	12606	Ebf1	Cebpa	17060461	TF Perturbation	Primary Cells	CL:0000057	fibroblasts	Unknown	Fibroblasts are all Pparg flox/- genotype	YES		Joey	
1856	EXP_1755	214162	20375	Kmt2a	Spi1	22012064	TF Perturbation	Cell Line	CLO:0001363	416B cells	Not Applicable		YES		Joey	
1857	EXP_1756	214162	20375	Kmt2a	Spi1	22012064	TF Perturbation	Cell Line	CLO:0001363	416B cells	Not Applicable		YES		Joey	
1858	EXP_1757	214162	20375	Kmt2a	Spi1	22012064	TF Perturbation	Primary Cells	CL:0002092	bone marrow cells	Unknown		YES		Joey	
1859	EXP_1758	214162	12394	Kmt2a	Runx1	22012064	TF Perturbation	Primary Cells	CL:0002092	bone marrow cells	Unknown		YES		Joey	
1860	EXP_1759	12394	20375	Runx1	Spi1	22012064	TF Perturbation	Cell Line	CLO:0001363	416B cells	Not Applicable		YES		Joey	
1861	EXP_1760	12400	20375	Cbfb	Spi1	22012064	TF Perturbation	Cell Line	CLO:0001363	416B cells	Not Applicable		YES		Joey	
1862	EXP_1761	861	20375	RUNX1	Spi1	22012064	TF Perturbation	Cell Line	CLO:0001363	416B cells	Not Applicable		YES		Joey	
1863	EXP_1762	12394	20375	Runx1	Spi1	22012064	TF Perturbation	Cell Line	CLO:0001363	416B cells	Not Applicable		YES		Joey	
1864	EXP_1763	17257	18189	Mecp2	Nrxn1	23875667	TF Perturbation	Primary Tissue	UBERON:0000955	brain	P7	Nrxn1-alpha & Nrxn1-beta isoforms	YES		Taylor	
1865	EXP_1764	17257	18190	Mecp2	Nrxn2	23875667	TF Perturbation	Primary Tissue	UBERON:0000955	brain	P7	Nrxn2-alpha & Nrxn2-beta isoforms	YES		Taylor	
1866	EXP_1765	17257	18191	Mecp2	Nrxn3	23875667	TF Perturbation	Primary Tissue	UBERON:0000955	brain	P7	Nrxn3-alpha & Nrxn3-beta isoforms	YES		Taylor	
1867	EXP_1766	17257	192167	Mecp2	Nlgn1	23875667	TF Perturbation	Primary Tissue	UBERON:0000955	brain	P7		YES		Taylor	
1868	EXP_1767	17257	245537	Mecp2	Nlgn3	23875667	TF Perturbation	Primary Tissue	UBERON:0000955	brain	P7		YES		Taylor	
1869	EXP_1768	17257	18189	Mecp2	Nrxn1	23875667	TF Perturbation	Primary Tissue	UBERON:0000955	brain	P20	Nrxn1-alpha & Nrxn1-beta isoforms	YES		Taylor	
1870	EXP_1769	17257	18190	Mecp2	Nrxn2	23875667	TF Perturbation	Primary Tissue	UBERON:0000955	brain	P20	Nrxn2-alpha & Nrxn2-beta isoforms	YES		Taylor	
1871	EXP_1770	17257	18191	Mecp2	Nrxn3	23875667	TF Perturbation	Primary Tissue	UBERON:0000955	brain	P20	Nrxn3-alpha & Nrxn3-beta isoforms	YES		Taylor	
1872	EXP_1771	17257	192167	Mecp2	Nlgn1	23875667	TF Perturbation	Primary Tissue	UBERON:0000955	brain	P20		YES		Taylor	
1873	EXP_1772	17257	216856	Mecp2	Nlgn2	23875667	TF Perturbation	Primary Tissue	UBERON:0000955	brain	P20		YES		Taylor	
1874	EXP_1773	17257	245537	Mecp2	Nlgn3	23875667	TF Perturbation	Primary Tissue	UBERON:0000955	brain	P20		YES		Taylor	
1875	EXP_1774	4204	18190	MECP2	Nrxn2	23875667	TF-Reporter	Cell Line	CLO:0001230	HEK293	Not Applicable	putative promoter region of Nrxn2 (GS4)	YES		Taylor	
1877	EXP_1776	4204	18191	MECP2	Nrxn3	23875667	TF-Reporter	Cell Line	CLO:0001230	HEK293	Not Applicable	putative promoter region of Nrxn3 (GS9)	YES		Taylor	
1880	EXP_1779	4204	18189	MECP2	Nrxn1	23875667	TF-Reporter	Cell Line	CLO:0001230	HEK293	Not Applicable	GS1 region of Nrxn1	YES		Taylor	
1882	EXP_1781	4204	18189	MECP2	Nrxn1	23875667	TF-Reporter	Cell Line	CLO:0001230	HEK293	Not Applicable	GS3 region of Nrxn1	YES		Taylor	
1884	EXP_1783	4204	18190	MECP2	Nrxn2	23875667	TF-Reporter	Cell Line	CLO:0001230	HEK293	Not Applicable	GS5 region of Nrxn2	YES		Taylor	
1886	EXP_1785	4204	18190	MECP2	Nrxn2	23875667	TF-Reporter	Cell Line	CLO:0001230	HEK293	Not Applicable	GS6 region of Nrxn2	YES		Taylor	
1888	EXP_1787	4204	18190	MECP2	Nrxn2	23875667	TF-Reporter	Cell Line	CLO:0001230	HEK293	Not Applicable	GS7 region of Nrxn2	YES		Taylor	
1889	EXP_1788	4204	18190	MECP2	Nrxn2	23875667	TF-Reporter	Cell Line	CLO:0001230	HEK293	Not Applicable	GS8 region of Nrxn2	YES		Taylor	
1890	EXP_1789	4204	18191	MECP2	Nrxn3	23875667	TF-Reporter	Cell Line	CLO:0001230	HEK293	Not Applicable	GS10 region of Nxrn3	YES		Taylor	
1891	EXP_1790	4204	192167	MECP2	Nlgn1	23875667	TF-Reporter	Cell Line	CLO:0001230	HEK293	Not Applicable	GS12 region of Nlgn1	YES		Taylor	
1892	EXP_1791	4204	216856	MECP2	Nlgn2	23875667	TF-Reporter	Cell Line	CLO:0001230	HEK293	Not Applicable	GS13 region of Nlgn2	YES		Taylor	
1893	EXP_1792	4204	216856	MECP2	Nlgn2	23875667	TF-Reporter	Cell Line	CLO:0001230	HEK293	Not Applicable	GS14 region of Nlgn2	YES		Taylor	
1894	EXP_1793	4204	245537	MECP2	Nlgn3	23875667	TF-Reporter	Cell Line	CLO:0001230	HEK293	Not Applicable	GS15 region of Nlgn3	YES		Taylor	
1895	EXP_1794	861	596	RUNX1	BCL2	23673926	TF-DNA Binding	Cell Line	CLO:0009450	U-937 cells	Not Applicable		YES		Taylor	
1896	EXP_1795	861	1050	RUNX1	CEBPA	23673926	TF-DNA Binding	Cell Line	CLO:0009450	U-937 cells	Not Applicable		YES		Taylor	
1897	EXP_1796	861	1029	RUNX1	CDKN2A	23673926	TF-DNA Binding	Cell Line	CLO:0009450	U-937 cells	Not Applicable		YES		Taylor	
1898	EXP_1797	4152	5925	MBD1	RB1	24531693	TF-DNA Binding	Cell Line	CLO:0007104	KLE cells	Not Applicable		YES		Joey	
1899	EXP_1798	4152	5925	MBD1	RB1	24531693	TF-DNA Binding	Cell Line	CLO:0003675	HEC-1-B cells	Not Applicable		YES		Joey	
1900	EXP_1799	4152	5925	MBD1	RB1	24531693	TF-DNA Binding	Cell Line	CLO:0037163	Ishikawa cells	Not Applicable		YES		Joey	
1901	EXP_1800	8932	5925	MBD2	RB1	24531693	TF-DNA Binding	Cell Line	CLO:0007104	KLE cells	Not Applicable		YES		Joey	
1902	EXP_1801	8932	5925	MBD2	RB1	24531693	TF-DNA Binding	Cell Line	CLO:0003675	HEC-1-B cells	Not Applicable		YES		Joey	
1903	EXP_1802	8932	5925	MBD2	RB1	24531693	TF-DNA Binding	Cell Line	CLO:0037163	Ishikawa cells	Not Applicable		YES		Joey	
1905	EXP_1804	16392	11923	Isl1	Neurod4	21734270	TF-DNA Binding	Primary Tissue	UBERON:0001675	trigeminal ganglion	E11.5		YES		Joey	
1906	EXP_1805	18996	104360	Pou4f1	Isl2	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
1907	EXP_1806	16392	104360	Isl1	Isl2	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
1908	EXP_1807	18996	107751	Pou4f1	Prrxl1	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
1909	EXP_1808	16392	107751	Isl1	Prrxl1	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
1910	EXP_1809	18996	16373	Pou4f1	Irx3	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
1911	EXP_1810	16392	16373	Isl1	Irx3	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
1912	EXP_1811	16392	19132	Isl1	Prph	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
1913	EXP_1812	18996	19132	Pou4f1	Prph	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
1914	EXP_1813	16392	193003	Isl1	Pirt	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
